Label,Section,Number of samples,Average Current (uA),Total Current (uA),Total time(ms),Energy consumption (joules)
no_tls_e2e_10_1024B,modem,1317904,30239.51109899989,39852772635.41635,13179.040000241248,1.9169183637986165
no_tls_e2e_10_1024B,system,2606684,710.0994403757533,1851004849.63643,26066.83999876126,0.08903333326328126
no_tls_e2e_10_1416B,total,31325246,2351.3939095190067,73657992658.58463,313252.4601397008,3.542949448457965
no_tls_e2e_10_1416B,setup,1308633,25962.658893349366,33975592195.58046,13086.330000239224,1.6342259846372944
no_tls_e2e_10_1416B,compute,17208,39888.28549524321,127858945.06097375,172.07999999998867,0.033015725368181
no_tls_e2e_10_1416B,sleep,26131130,3.28471086630352,85833206.6597899,261311.30009132682,0.004128577241778808
no_tls_e2e_10_1416B,modem,1260723,29824.401585021293,37600309039.4728,12607.230000228767,1.8085748648314592
no_tls_e2e_10_1416B,system,2607552,716.5338490189507,1868399271.0770628,26075.51999875987,0.0898700049345326
no_tls_e2e_10_2048B,total,31291918,2387.142575469239,74698269725.89224,312919.1801393904,3.592986775415919
no_tls_e2e_10_2048B,setup,1274316,26880.64701620467,34254438583.10187,12743.160000231734,1.6476384958771622
no_tls_e2e_10_2048B,compute,18211,39872.180770518746,136045459.7324509,182.10999999997955,0.034926000860969274
no_tls_e2e_10_2048B,sleep,26141362,3.3539884319957145,87677825.74461235,261413.6200914221,0.004217303419790737
no_tls_e2e_10_2048B,modem,1278608,29988.234435751838,38343196455.42779,12786.08000023267,1.8443077495396376
no_tls_e2e_10_2048B,system,2579421,727.6483370373631,1876911401.1692524,25794.2099988049,0.09027943839205821
no_tls_e2e_15_256B,total,31218563,2253.40310550675,70348006813.65811,312185.63013870723,3.3837391292403844
no_tls_e2e_15_256B,setup,1200475,25745.858264728085,30907259200.34945,12004.750000215616,1.4866391675635098
no_tls_e2e_15_256B,compute,15948,47364.576483358804,142796093.99854207,159.48000000000633,0.036333309782894195
no_tls_e2e_15_256B,sleep,26193075,3.765853464418923,98639282.23253469,261930.75009190373,0.00474454947704964
no_tls_e2e_15_256B,modem,1244275,29987.601562796535,37312822934.54866,12442.750000225176,1.79474678318427
no_tls_e2e_15_256B,system,2564790,735.5336311474746,1886489301.8307314,25647.89999882832,0.09074013541391286
no_tls_e2e_15_708B,total,31345975,2435.675999074915,76348638975.10231,313459.75013989385,3.6723695363413618
no_tls_e2e_15_708B,setup,1327143,26612.85583311288,35319065328.92493,13271.430000243265,1.6988470423524291
no_tls_e2e_15_708B,compute,16706,35802.64630420916,141830019.49750423,167.05999999999943,0.028769524340505382
no_tls_e2e_15_708B,sleep,26102865,3.9116561774251704,102105433.12574527,261028.65009106358,0.0049112713350617145
no_tls_e2e_15_708B,modem,1294229,30033.146210037907,38869768786.27115,12942.29000023608,1.8696358786537461
no_tls_e2e_15_708B,system,2605032,735.4494711057229,1915869406.6134834,26050.319998763905,0.09215331845373587
no_tls_e2e_15_1024B,total,31270337,2403.3945725236263,75154958226.78473,312703.3701391894,3.6149534923174205
no_tls_e2e_15_1024B,setup,1250987,26921.420642265817,33678347245.006187,12509.870000226641,1.6199285025141457
no_tls_e2e_15_1024B,compute,17199,35674.224311918086,141566475.3777312,171.98999999999495,0.029512283327545796
no_tls_e2e_15_1024B,sleep,26124267,3.6238284876697877,94669862.97409174,261242.6700912629,0.00455362041064458
no_tls_e2e_15_1024B,modem,1314016,29931.040398647936,39329865980.469765,13140.1600002404,1.8917665536952057
no_tls_e2e_15_1024B,system,2563868,745.1665461180286,1910508662.2625377,25638.679998829797,0.09189546665063375
no_tls_e2e_15_1416B,total,31200762,2303.188855281915,71861247314.70348,312007.62013854145,3.4565259973720455
no_tls_e2e_15_1416B,setup,1180694,25686.797409480543,30328247580.589222,11806.940000211298,1.458788708652448
no_tls_e2e_15_1416B,compute,17903,36319.190332383405,153790122.3720198,179.02999999998858,0.03127570054344175
no_tls_e2e_15_1416B,sleep,21461325,11.217131607745399,240734507.0015965,214613.25004783587,0.011579329789357747
no_tls_e2e_15_1416B,modem,1289795,30255.92674703781,39023943038.69563,12897.950000235112,1.877051660195476
no_tls_e2e_15_1416B,system,7251045,291.6175617370398,2114532062.9455538,72510.45000071061,0.10170899222867788
no_tls_e2e_15_2048B,total,31241474,2444.5137528812415,76370212853.28174,312414.7401389206,3.673407239876295
no_tls_e2e_15_2048B,setup,1220383,25795.365782022585,31480225879.162067,12203.830000219961,1.5141988648149871
no_tls_e2e_15_2048B,compute,18917,36108.30339573365,162017837.96986735,189.16999999997932,0.0328552232937106
no_tls_e2e_15_2048B,sleep,25976532,3.348997803351568,86995348.60669172,259765.320089887,0.004184476269429833
no_tls_e2e_15_2048B,modem,1412286,30265.615140602247,42743704544.46059,14122.86000026185,2.0559721886266735
no_tls_e2e_15_2048B,system,2613356,725.989586705111,1897269242.353322,26133.55999875058,0.0912586505528318
no_tls_e2e_20_256B,total,31375026,2288.374412958033,71797806704.29303,313750.2601401644,3.4534745040192956
no_tls_e2e_20_256B,setup,1245685,26119.082749194327,32536149594.430134,12456.850000225484,1.5649887955204178
no_tls_e2e_20_256B,compute,38187,42258.48907043036,912638465.9360529,381.86999999994265,0.07762016875456275
no_tls_e2e_20_256B,sleep,26208323,3.376608260625329,88495239.9389368,262083.23009204573,0.004256621042557818
no_tls_e2e_20_256B,modem,1213473,29804.61535080437,36167096003.58663,12134.730000218453,1.739637317803834
no_tls_e2e_20_256B,system,2669358,784.2437768488954,2093427399.6818137,26693.579998660938,0.10069385791964401
no_tls_e2e_20_708B,total,31350402,2371.7578679789376,74355562607.80263,313504.0201399351,3.5765025630317067
no_tls_e2e_20_708B,setup,1220308,26550.414661511164,32399683414.759365,12203.080000219945,1.558424772278014
no_tls_e2e_20_708B,compute,38910,43346.91414080707,941526140.5956649,389.0999999999361,0.0811268274454111
no_tls_e2e_20_708B,sleep,26107175,3.3714070616976066,88017914.15597521,261071.75009110372,0.004233661672379787
no_tls_e2e_20_708B,modem,1289710,30095.225307156154,38814113030.892365,12897.100000235094,1.8669588368199543
no_tls_e2e_20_708B,system,2694299,783.959800550807,2112222106.6642387,26942.989998621015,0.10159788332534994
no_tls_e2e_20_1024B,total,31293079,2314.9905387929966,72443181814.70181,312930.7901394012,3.4845170468394033
no_tls_e2e_20_1024B,setup,1162422,25991.171575478085,30212709645.110386,11624.22000020731,1.4532313339557266
no_tls_e2e_20_1024B,compute,39452,42381.35872172148,923426478.7931044,394.51999999993114,0.08042461242230398
no_tls_e2e_20_1024B,sleep,26120776,3.320804320549114,86741985.7968956,261207.7600912304,0.004172289518287907
no_tls_e2e_20_1024B,modem,1295207,30211.468237576722,39130105141.587036,12952.070000236294,1.8821580573446737
no_tls_e2e_20_1024B,system,2675222,781.3177981743243,2090198562.6675122,26752.21999865155,0.10053855085923967
no_tls_e2e_20_1416B,total,31383357,2395.9634204218914,75193375382.0413,313833.570140242,3.616801357492417
no_tls_e2e_20_1416B,setup,1252051,26048.30850022946,32613810706.020798,12520.510000226874,1.568724294988026
no_tls_e2e_20_1416B,compute,40103,43406.983029558905,951801993.8613205,401.0299999999252,0.08373008656487907
no_tls_e2e_20_1416B,sleep,26096105,3.3123919465502203,86440528.03832893,260961.05009100062,0.0041577894000934985
no_tls_e2e_20_1416B,modem,1317851,29938.53586065716,39454529422.5029,13178.510000241236,1.8977628652571283
no_tls_e2e_20_1416B,system,2677247,779.4546901652351,2086792730.880805,26772.46999864831,0.10037473035029901
no_tls_e2e_20_2048B,total,31290182,2242.0103122517335,70152910716.23357,312901.82013937423,3.374355006953856
no_tls_e2e_20_2048B,setup,1157739,25325.737473541296,29320593976.880226,11577.390000206287,1.4103205703130681
no_tls_e2e_20_2048B,compute,41161,42557.29656628693,940727067.5209948,411.6099999999156,0.08425681251869616
no_tls_e2e_20_2048B,sleep,26148519,3.3048305608435524,86416424.71199828,261485.19009148877,0.004156630030101445
no_tls_e2e_20_2048B,modem,1254399,30059.479286263755,37706580757.20997,12543.990000227386,1.8136865344546764
no_tls_e2e_20_2048B,system,2688364,780.6206634026371,2098592489.147767,26883.639998630515,0.10094229872286546
no_tls_e2e_25_256B,total,35013182,2516.480217182237,88109979843.6012,350131.8201740474,4.238090032583934
no_tls_e2e_25_256B,setup,1320542,26481.45411959424,34969872385.997215,13205.420000241824,1.6820508617972687
no_tls_e2e_25_256B,compute,753335,17306.830847351466,7695016686.381422,7533.35000011395,0.6271201721378216
no_tls_e2e_25_256B,sleep,26143953,3.286353964003492,85918283.57627098,261439.53009144624,0.004132669441464157
no_tls_e2e_25_256B,modem,1234721,29521.578235148016,36450912600.08019,12347.21000022309,1.7532888960955357
no_tls_e2e_25_256B,system,5560631,1602.0232032809336,8908259886.88326,55606.31000234137,0.4284873005771268
no_tls_e2e_25_708B,total,34712189,2299.578458408036,79823402068.5884,347121.89017124416,3.8395056413932283
no_tls_e2e_25_708B,setup,1018025,23960.40272937959,24392288988.57666,10180.25000017579,1.173269100370797
no_tls_e2e_25_708B,compute,754197,17127.47016492863,7695474027.616123,7541.970000113967,0.6213311062379633
no_tls_e2e_25_708B,sleep,26062919,3.284698796212249,85608838.66507736,260629.19009069155,0.004117785141223093
no_tls_e2e_25_708B,modem,1300724,29778.943582333497,38734186612.18716,13007.240000237498,1.8631143760802205
no_tls_e2e_25_708B,system,5576324,1598.8747426718814,8915843600.555037,55763.24000237334,0.4288520772049496
no_tls_e2e_25_1024B,total,34759189,2383.3196412974135,82842257859.269,347591.8901716819,3.9847126049989594
no_tls_e2e_25_1024B,setup,1070754,25846.445867373237,27675185298.27336,10707.5400001873,1.3311764128702344
no_tls_e2e_25_1024B,compute,753298,17117.37393464328,7736760276.199559,7532.9800001136555,0.6202246587748875
no_tls_e2e_25_1024B,sleep,26190313,3.554541881098667,93094564.43758287,261903.130091878,0.004477848551018605
no_tls_e2e_25_1024B,modem,1277949,30009.872841607765,38351086988.0598,12779.490000232527,1.844687284159241
no_tls_e2e_25_1024B,system,5466875,1643.7417597018182,8986130732.569878,54668.750002150366,0.4322328882536127
no_tls_e2e_25_1416B,total,35014270,2672.015522184976,93558672937.97574,350142.7001740575,4.500172170553689
no_tls_e2e_25_1416B,setup,1324780,26386.262256333754,34955992511.94583,13247.800000242749,1.6813832398554036
no_tls_e2e_25_1416B,compute,753805,17219.22538313678,7908318776.4626875,7538.050000113621,0.6243350269453042
no_tls_e2e_25_1416B,sleep,26088835,3.5140309291837313,91676973.09637105,260888.35009093292,0.004409662407472439
no_tls_e2e_25_1416B,modem,1315115,31622.52783779074,41587260697.39617,13151.15000024064,2.000347239581358
no_tls_e2e_25_1416B,system,5531735,1629.7642564192067,9015423978.9831,55317.3500022825,0.43364189340697995
no_tls_e2e_25_2048B,total,34794866,2443.7089330184263,85028524867.37912,347948.66017201415,4.089872048142831
no_tls_e2e_25_2048B,setup,1101678,25635.87831897902,28242483154.696167,11016.78000019405,1.3584634397648134
no_tls_e2e_25_2048B,compute,755702,16679.013101982582,7681710785.74547,7557.020000113805,0.6062698872063828
no_tls_e2e_25_2048B,sleep,26095469,3.49721711054658,91261520.69453785,260954.6900909947,0.004389679146937948
no_tls_e2e_25_2048B,modem,1330474,30128.880712076185,40085692436.51885,13304.740000243992,1.9281218062319159
no_tls_e2e_25_2048B,system,5511543,1619.7600145734273,8927376970.002071,55115.430002241366,0.4294068322745622
tls_10_1024B,total,31325808,2422.53512518466,75887870204.79062,313258.080139706,3.6502065584783376
tls_10_1024B,setup,1310471,26907.41967638804,35261393170.73591,13104.710000239626,1.6960730115434106
tls_10_1024B,compute,15944,43946.16805659096,122313376.92168622,159.44000000000017,0.0337025975380752
tls_10_1024B,sleep,26405551,3.180995241900814,83995932.09076928,264055.51009388256,0.004040204335002459
tls_10_1024B,modem,1304478,29672.50415897101,38707128880.28619,13044.780000238317,1.8618128991757792
tls_10_1024B,system,2289364,748.2597106221486,1713038844.1487646,22893.6399992692,0.08239716840092531
tls_10_1416B,total,31303270,2364.400434710609,74013465195.86356,313032.7001394961,3.5600476775074936
tls_10_1416B,setup,1287428,26970.150736568205,34722127222.47853,12874.280000234596,1.6701343194316505
tls_10_1416B,compute,16441,70544.63332661163,141931221.39647123,164.40999999999565,0.05578754962474625
tls_10_1416B,sleep,26429409,3.119238920544646,82439641.19979295,264294.09009410476,0.003965346743121945
tls_10_1416B,modem,1244776,29995.512644089562,37337694247.05923,12447.760000225286,1.7959430933160525
tls_10_1416B,system,2325216,743.7041819393651,1729272863.1123228,23252.15999921181,0.08317802471288317
tls_10_2048B,total,31302981,2408.9300330609885,75406691055.2375,313029.81013949343,3.627061841373227
tls_10_2048B,setup,1286465,26769.672819881755,34438247144.22918,12864.650000234386,1.6564796876676036
tls_10_2048B,compute,17115,44600.29105417482,136450761.9354385,171.14999999998952,0.03671636450496266
tls_10_2048B,sleep,26391452,3.07764342801893,81223478.80367705,263914.52009375126,0.003906849331844709
tls_10_2048B,modem,1293807,30162.827986501812,39024877988.73195,12938.070000235988,1.8770966312922448
tls_10_2048B,system,2314142,745.8019779706455,1725891680.9049454,23141.419999229536,0.08301538984876398
tls_10_256B,total,31291008,2291.8022402116503,71712802232.88068,312910.0801393819,3.449385788938047
tls_10_256B,setup,1276604,26047.67685565429,33252568464.635685,12766.040000232233,1.5994485431780727
tls_10_256B,compute,15024,43659.364381771156,111505071.60491286,150.24000000000854,0.03155063177169199
tls_10_256B,sleep,26477890,3.273023573202498,86662758.1386627,264778.9000945563,0.004168478667958297
tls_10_256B,modem,1222483,29893.238401895036,36543975761.26385,12224.83000022042,1.7577652341484846
tls_10_256B,system,2299007,747.3183755390248,1718090176.5928469,22990.069999253763,0.08264013749143351
tls_10_708B,total,31390466,2253.0190707651695,70723318538.20564,313904.6601403082,3.401791623208214
